doi,pdf,status,reason,n_chunks
10.1109/igarss53475.2024.10640591,10.1109_igarss53475.2024.10640591.pdf,included,"grobid: 7 sections, 4 captions",23
10.1109/isgteurope.2019.8905500,10.1109_isgteurope.2019.8905500.pdf,included,"grobid: 14 sections, 8 captions",30
10.1109/isgteurope56780.2023.10408146,10.1109_isgteurope56780.2023.10408146.pdf,included,"grobid: 6 sections, 14 captions",40
10.1109/jstars.2008.2002218,10.1109_jstars.2008.2002218.pdf,included,"grobid: 12 sections, 19 captions",70
10.1109/pesgm.2016.7741970,10.1109_pesgm.2016.7741970.pdf,included,"grobid: 13 sections, 7 captions",30
10.1109/pesgm41954.2020.9281706,10.1109_pesgm41954.2020.9281706.pdf,included,"grobid: 14 sections, 10 captions",32
10.1109/tpwrs.2014.2332762,10.1109_tpwrs.2014.2332762.pdf,included,"grobid: 10 sections, 5 captions",51
10.1109/tste.2023.3288130,10.1109_tste.2023.3288130.pdf,included,"grobid: 13 sections, 16 captions",79
10.1111/acv.12817,10.1111_acv.12817.pdf,included,"grobid: 13 sections, 11 captions",59
10.1111/area.12417,10.1111_area.12417.pdf,included,"grobid: 11 sections, 2 captions",45
10.1111/conl.12563,10.1111_conl.12563.pdf,included,"grobid: 8 sections, 4 captions",31
10.1111/csp2.13114,10.1111_csp2.13114.pdf,included,"grobid: 13 sections, 4 captions",56
10.1115/omae2022-79230,10.1115_omae2022-79230.pdf,included,"grobid: 9 sections, 12 captions",32
10.1115/omae2024-127479,10.1115_omae2024-127479.pdf,included,"grobid: 9 sections, 8 captions",31
10.1127/0941-2948_2010_0422,10.1127_0941-2948_2010_0422.pdf,included,"grobid: 6 sections, 11 captions",67
10.1127/metz_2017_0826,10.1127_metz_2017_0826.pdf,included,"grobid: 13 sections, 18 captions",56
10.1127/metz_2018_0900,10.1127_metz_2018_0900.pdf,included,"grobid: 16 sections, 11 captions",76
10.1127/metz_2020_1023,10.1127_metz_2020_1023.pdf,included,"grobid: 30 sections, 17 captions",116
10.1127/metz_2021_1063,10.1127_metz_2021_1063.pdf,included,"grobid: 12 sections, 17 captions",81
10.1127/metz_2022_1109,10.1127_metz_2022_1109.pdf,included,"grobid: 30 sections, 8 captions",132
10.1127/metz_2022_1166,10.1127_metz_2022_1166.pdf,included,"grobid: 21 sections, 26 captions",105
10.1127/metz_2025_1215,10.1127_metz_2025_1215.pdf,included,"grobid: 23 sections, 18 captions",104
10.1136/bmjopen-2018-024006,10.1136_bmjopen-2018-024006.pdf,included,"grobid: 78 sections, 29 captions",241
10.1142/s1464333221500010,10.1142_s1464333221500010.pdf,included,"grobid: 12 sections, 5 captions",64
10.1144/geoenergy2023-008,10.1144_geoenergy2023-008.pdf,included,"grobid: 19 sections, 17 captions",90
10.1155/2013_126428,10.1155_2013_126428.pdf,included,"grobid: 11 sections, 14 captions",48
10.1155/er_2518424,10.1155_er_2518424.pdf,included,"grobid: 4 sections, 0 captions",9
10.1175/jamc-d-15-0197.1,10.1175_jamc-d-15-0197.1.pdf,included,"grobid: 20 sections, 12 captions",78
10.1177/0957650919851001,10.1177_0957650919851001.pdf,included,"grobid: 14 sections, 9 captions",55
10.1186/1746-6148-9-145,10.1186_1746-6148-9-145.pdf,included,"grobid: 32 sections, 7 captions",62
10.1186/s12302-026-01329-4,10.1186_s12302-026-01329-4.pdf,included,"grobid: 3 sections, 0 captions",12
10.1186/s13705-024-00466-z,10.1186_s13705-024-00466-z.pdf,included,"grobid: 10 sections, 6 captions",88
10.1186/s13705-024-00474-z,10.1186_s13705-024-00474-z.pdf,included,"grobid: 15 sections, 10 captions",80
10.1186/s13750-022-00285-9,10.1186_s13750-022-00285-9.pdf,included,"grobid: 35 sections, 18 captions",105
10.1186/s40317-021-00238-y,10.1186_s40317-021-00238-y.pdf,included,"grobid: 10 sections, 5 captions",40
10.1186/s40317-024-00386-x,10.1186_s40317-024-00386-x.pdf,included,"grobid: 17 sections, 8 captions",59
10.1186/s40317-025-00427-z,10.1186_s40317-025-00427-z.pdf,included,"grobid: 13 sections, 4 captions",50
10.1186/s40462-019-0173-5,10.1186_s40462-019-0173-5.pdf,included,"grobid: 11 sections, 6 captions",42
10.1186/s40462-024-00520-7,10.1186_s40462-024-00520-7.pdf,included,"grobid: 22 sections, 6 captions",57
10.1201/9781003308829-106,10.1201_9781003308829-106.pdf,included,"grobid: 8 sections, 8 captions",29
10.1201/9781315375045-29,10.1201_9781315375045-29.pdf,included,"grobid: 20 sections, 15 captions",49
10.12716/1001.07.04.18,10.12716_1001.07.04.18.pdf,included,"grobid: 12 sections, 10 captions",28
10.12716/1001.19.01.27,10.12716_1001.19.01.27.pdf,included,"grobid: 10 sections, 13 captions",29
10.12716/1001.19.02.37,10.12716_1001.19.02.37.pdf,included,"grobid: 11 sections, 6 captions",44
10.12911/22998993_196200,10.12911_22998993_196200.pdf,included,"grobid: 9 sections, 4 captions",66
10.1306/04042322097,10.1306_04042322097.pdf,included,"grobid: 36 sections, 45 captions",164
10.1371/journal.pone.0033052,10.1371_journal.pone.0033052.pdf,included,"grobid: 10 sections, 11 captions",60
10.1371/journal.pone.0160830,10.1371_journal.pone.0160830.pdf,included,"grobid: 14 sections, 21 captions",95
10.1371/journal.pone.0176653,10.1371_journal.pone.0176653.pdf,included,"grobid: 13 sections, 9 captions",51
10.1371/journal.pone.0239919,10.1371_journal.pone.0239919.pdf,included,"grobid: 8 sections, 16 captions",76
10.1515/lpts-2015-0009,10.1515_lpts-2015-0009.pdf,included,"grobid: 5 sections, 13 captions",33
